kovshs77,"三国战纪 - 风云再起 (真·邪凤乱舞 (V106) B4)","Warriors of Fate - Wind and Clouds Rise Again (True Evil Phoenix Dance (V106) B4)",
kovshs78,"三国战纪 - 风云再起 (邪凤天炽 B4 邪凤对战)","Warriors of Fate - Wind and Clouds Rise Again (Evil Phoenix Blaze B4 Evil Phoenix vs)",
kovshs79,"三国战纪 - 风云再起 (真·乱世天炽 6.5)","Warriors of Fate - Wind and Clouds Rise Again (True Chaotic Era Blaze 6.5)",
kovshs80,"三国战纪 - 风云再起 (真·乱世天炽 超级加强版)","Warriors of Fate - Wind and Clouds Rise Again (True Chaotic Era Blaze Super Enhanced Edition)",
kovshs81,"三国战纪 - 风云再起 (真·邪凤乱舞 - 武神归来)","Warriors of Fate - Wind and Clouds Rise Again (True Evil Phoenix Dance - War God Returns)",
kovshs82,"三国战纪 - 风云再起 (援军令伤害修复)","Warriors of Fate - Wind and Clouds Rise Again (Reinforcements Order Damage Fix)",
kovshs83,"三国战纪 - 风云再起 (Bug 修复版)","Warriors of Fate - Wind and Clouds Rise Again (Bug Fixed Version)",
kovshs84,"三国战纪 - 风云再起 (特殊修正)","Warriors of Fate - Wind and Clouds Rise Again (Special Fix)",
kovshs85,"三国战纪 - 风云再起 (修复 hack计 时器颜色?)","Warriors of Fate - Wind and Clouds Rise Again (Fix HACK Timer Color?)",
kovshs86,"三国战纪 - 风云再起 (吕布稳定版)","Warriors of Fate - Wind and Clouds Rise Again (Lü Bu Stable Version)",
kovshs87,"三国战纪 - 风云再起 (分数模式加强)","Warriors of Fate - Wind and Clouds Rise Again (Score Mode Enhanced)",
kovshs88,"三国战纪 - 风云再起 (四剑传说)","Warriors of Fate - Wind and Clouds Rise Again (Four Swords Legend)",
kovshs89,"三国战纪 - 风云再起 (勇者风云)","Warriors of Fate - Wind and Clouds Rise Again (Brave Wind and Clouds)",
kovshs90,"三国战纪 - 风云再起 (随机关卡 108 版)","Warriors of Fate - Wind and Clouds Rise Again (Random Stages 108 Version)",
kovshs91,"三国战纪 - 风云再起 (还原 FZ hack 的字体)","Warriors of Fate - Wind and Clouds Rise Again (Restore FZ HACK Font)",
kovshs92,"三国战纪 - 风云再起 (武将对战)","Warriors of Fate - Wind and Clouds Rise Again (General vs General)",
kovshs93,"三国战纪 - 风云再起 (仿乱世枭雄-武将争霸模式-正伪人物版)","Warriors of Fate - Wind and Clouds Rise Again (Imitation Chaotic Era Hero-General Supremacy Mode-True/False Characters)",
kovshs94,"三国战纪 - 风云再起 (风云再起hack融合版之武将争霸beta2奇迹三国 (Alt))","Warriors of Fate - Wind and Clouds Rise Again (Wind and Clouds Rise HACK Fusion General Supremacy beta2 Miracle Three Kingdoms (Alt))",
kovshs95,"三国战纪 - 风云再起 (风云再起hack融合版之武将争霸beta2奇迹三国乱舞)","Warriors of Fate - Wind and Clouds Rise Again (Wind and Clouds Rise HACK Fusion General Supremacy beta2 Miracle Three Kingdoms Rampage)",
kovshs96,"三国战纪 - 风云再起 (一统中原)","Warriors of Fate - Wind and Clouds Rise Again (Unify the Central Plains)",
kovshs97,"三国战纪 - 风云再起 (群雄争霸 Beta 9)","Warriors of Fate - Wind and Clouds Rise Again (Heroes Battle for Supremacy Beta 9)",
kovshs98,"三国战纪 - 风云再起 (真·乱世天炽·搣 B2)(Alt)","Warriors of Fate - Wind and Clouds Rise Again (True Chaotic Era Blaze·Mie B2)(Alt)",
kovshs99,"三国战纪 - 风云再起 (超级测试版 1)","Warriors of Fate - Wind and Clouds Rise Again (Super Test Version 1)",
kovshsjcs,"三国战纪风云再起四剑传说","Knights of Valour Return of Heroes Four Swords Legend",
kovsht,"三国战纪风云再起PLUS","Knights of Valour Return of Heroes PLUS",
kovshwjdz,"三国战纪风云再起王者之战","Knights of Valour Return of Heroes King Battle",
kovshwsgl,"三国战纪风云再起月华传说","Knights of Valour Return of Heroes Moonlight Legend",
kovshxas,"三国战纪傲世三国加强版","Aoshi Sanguo (bootleg of Knights of Valour Super Heroes Plus, V202CN, Oct 6 2008 09:59:26)",
kovshxass01,"傲世三国 (乱世英雄)","Age of Heroes (Chaotic Era Hero)",
kovshxass02,"傲世三国 (变态版 V0.1)","Age of Heroes (Abnormal Version V0.1)",
kovshxass03,"傲世三国 (乱世王者)","Age of Heroes (Chaotic Era King)",
kovshxass04,"傲世三国 (未知修改 2015-12-11)","Age of Heroes (Unknown Mod 2015-12-11)",
kovshxs,"三国战纪战神传说邪神降临B9最终版","Knights of Valour War God Legend Evil God Descends B9 Final",
kovshxs2020,"三国战纪战神传说邪神降临2020-人神争霸·地球意志","Knights of Valour War God Legend Evil God Descends 2020 - Mortal vs God · Earth's Will",
kovshxs2021,"三国战纪战神传说邪神降临2021-人神争霸·地球意志(修改版)","Knights of Valour War God Legend Evil God Descends 2021 - Mortal vs God · Earth's Will (Modified)",
kovshxsyj,"三国战纪战神传说邪神降临(游聚版)","Knights of Valour War God Legend Evil God Descends (Youju Edition)",
kovshy,"三国战纪风云再起血色风云","Knights of Valour Return of Heroes Bloody Storm",
kovshyqh,"三国战纪风云再起乱世拳皇","Knights of Valour Return of Heroes Chaotic King of Fighters",
kovshzlzy,"三国战纪逐鹿中原","Knights of Valour Contest for the Central Plains",
kovshzlzy2,"三国战纪逐鹿中原第二期(游聚版)","Knights of Valour Contest for the Central Plains Phase 2 (Youju Edition)",
kovshzlzy2cw,"三国战纪逐鹿中原第二期(畅玩版)","Knights of Valour Contest for the Central Plains Phase 2 (Enjoy Play Edition)",
kovshzlzyjz,"三国战纪逐鹿中原决战天下","Knights of Valour Contest for the Central Plains Final Battle",
kovshzlzymy,"三国战纪逐鹿中原莫邪传说","Knights of Valour Contest for the Central Plains Mo Ye Legend",
kovshzlzywj,"三国战纪逐鹿中原五剑传奇","Knights of Valour Contest for the Central Plains Five Swords Legend",
kovshzs,"三国战纪战神传说武将争霸B9最终版","Knights of Valour War God Legend General Battle B9 Final",
kovshzs2020h,"三国战纪战神传说武将争霸2020-神力无敌","Knights of Valour War God Legend General Battle 2020 - Divine Power Invincible",
kovshzs2021h,"三国战纪战神传说武将争霸2021-神力无敌(修改版)","Knights of Valour War God Legend General Battle 2021 - Divine Power Invincible (Modified)",
kovshzscs,"三国战纪风云再起战神传说2019","Knights of Valour Return of Heroes War God Legend 2019",
kovshzscsb1,"三国战纪战神传说B1","Knights of Valour War God Legend B1",
kovshzscsb2,"三国战纪战神传说B2","Knights of Valour War God Legend B2",
kovshzscsb3,"三国战纪战神传说B3","Knights of Valour War God Legend B3",
kovshzscsb4,"三国战纪战神传说B4","Knights of Valour War God Legend B4",
kovshzscsb5,"三国战纪战神传说B5","Knights of Valour War God Legend B5",
kovshzsyj,"三国战纪战神传说武将争霸(游聚版)","Knights of Valour War God Legend General Battle (Youju Edition)",
kovshztw,"三国战纪风云2019终极天王版","Knights of Valour Storm 2019 Ultimate Heavenly King Edition",
kovtmcs,"三国战纪 正宗Plus 荼蘼传说","Warriors of Fate ZhenzongPlus Tumi Legend",
kovwslswz,"三国战纪一统中原无双版-乱世王者","Knights of Valour Unite Central Plains Unlimited Edition - Chaotic King",
kovwsqxzb,"三国战纪一统中原无双版-群雄争霸","Knights of Valour Unite Central Plains Unlimited Edition - Heroes Contend",
kovwsqxzb2,"三国战纪一统中原无双版-魔法连击版","Knights of Valour Unite Central Plains Unlimited Edition - Magic Combo Edition",
kovwsqxzb3,"三国战纪一统中原无双版-天国神族2020","Knights of Valour Unite Central Plains Unlimited Edition - Orochi Clan 2020",
kovwsqxzs,"三国战纪一统中原无双版-七星转生","Knights of Valour Unite Central Plains Unlimited Edition - Seven Stars Reincarnation",
kovytqx,"三国战纪2017一统群雄","Knights of Valour 2017 Unite the Heroes",
kovytqx2,"三国战纪2017一统群雄2","Knights of Valour 2017 Unite the Heroes 2",
kovytqx2020,"三国战纪一统群雄2020","Knights of Valour Unite the Heroes 2020",
kovytzy,"三国战纪一统中原","Knights of Valour Super Heroes / Sanguo Zhan Ji Fengyun Zaiqi / Sangoku Senki Super Heroes (SANGO EX+) (ver. 201 'Yitong Zhongyuan', China)",
kovytzy3,"三国战纪一统中原3","Knights of Valour Unite Central Plains 3",
kovytzyce,"三国战纪一统中原青版","Knights of Valour Unite Central Plains Blue Version",
kovytzyftxq,"三国战纪一统中原青版","Knights of Valour Unite Central Plains Blue Version",
kovytzyftxqc,"三国战纪一统中原青版Super","Knights of Valour Unite Central Plains Blue Version Super",
kovytzyftxws,"三国战纪一统中原无双版","Knights of Valour Unite Central Plains Unlimited Edition",
kovytzyftxwsc,"三国战纪一统中原无双版Super","Knights of Valour Unite Central Plains Unlimited Edition Super",
kovytzyh,"三国战纪一统中原修改版2020","Knights of Valour Unite Central Plains Modified 2020",
kovytzyhjb,"三国战纪一统中原黄金版","Knights of Valour Unite Central Plains Gold Edition",
kovytzyhjbp,"三国战纪一统中原黄金版SP","Knights of Valour Unite Central Plains Gold Edition SP",
kovytzyhm,"三国战纪一统中原黄帽版","Knights of Valour Unite Central Plains Yellow Cap Edition",
kovytzyjb,"三国战纪一统中原黄金版(游聚版)","Knights of Valour Unite Central Plains Gold Edition (Youju Edition)",
kovytzyp,"三国战纪一统中原加强版","Knights of Valour Unite Central Plains Enhanced Edition",
kovytzyqj,"三国战纪一统中原青版-剑啸八方","Knights of Valour Unite Central Plains Blue Version - Sword Roars Everywhere",
kovytzyqk,"三国战纪一统中原青版狂暴版","Knights of Valour Unite Central Plains Blue Version Berserk Edition",
kovytzyqk2,"三国战纪一统中原青版狂暴版2","Knights of Valour Unite Central Plains Blue Version Berserk Edition 2",
kovytzyql,"三国战纪一统中原青版-龙在九天","Knights of Valour Unite Central Plains Blue Version - Dragon in the Ninth Heaven",
kovytzyqp,"三国战纪一统中原青版金版","Knights of Valour Unite Central Plains Blue Version Gold Edition",
kovytzyqt,"三国战纪一统中原青版-屠戮传说","Knights of Valour Unite Central Plains Blue Version - Slaughter Legend",
kovytzyqtw,"三国战纪一统中原青版天王版","Knights of Valour Unite Central Plains Blue Version Heavenly King Edition",
kovytzyqtw2,"三国战纪一统中原青版天王版2","Knights of Valour Unite Central Plains Blue Version Heavenly King Edition 2",
kovytzyqws,"三国战纪一统中原青版无双版","Knights of Valour Unite Central Plains Blue Version Unlimited Edition",
kovytzyqztw,"三国战纪一统中原青版终极天王版","Knights of Valour Unite Central Plains Blue Version Ultimate Heavenly King Edition",
kovytzyrzwd,"三国战纪一统中原仁者无敌","Knights of Valour Unite Central Plains Benevolence Invincible",
kovytzyrzwd2,"三国战纪一统中原仁者无敌(绿吕bc大招)","Knights of Valour Unite Central Plains Benevolence Invincible (Green Lu BC Super)",
kovytzyws,"三国战纪一统中原无双版第二剧情","Knights of Valour Unite Central Plains Unlimited Edition Second Story",
kovytzyws1,"三国战纪一统中原无双版(游聚版)","Knights of Valour Unite Central Plains Unlimited Edition (Youju Edition)",
kovytzyws2,"三国战纪一统中原无双版第二剧情(游聚版)","Knights of Valour Unite Central Plains Unlimited Edition Second Story (Youju Edition)",
kovytzyws2p,"三国战纪一统中原无双版第二剧情加强版2","Knights of Valour Unite Central Plains Unlimited Edition Second Story Enhanced 2",
kovytzyws3,"三国战纪一统中原无双版第二剧情加强版1","Knights of Valour Unite Central Plains Unlimited Edition Second Story Enhanced 1",
kovytzyws4,"三国战纪一统中原无双版第五剧情修正版","Knights of Valour Unite Central Plains Unlimited Edition Fifth Story Fixed",
kovytzywscw,"三国战纪一统中原无双版第五剧情","Knights of Valour Unite Central Plains Unlimited Edition Fifth Story",
kovytzywsjqb,"三国战纪一统中原无双版加强版","Knights of Valour Unite Central Plains Unlimited Edition Enhanced",
kovytzywsls,"三国战纪一统中原无双版-乱世江湖","Knights of Valour Unite Central Plains Unlimited Edition - Chaotic Jianghu",
kovytzywsp,"三国战纪一统中原无双优化版2019","Knights of Valour Unite Central Plains Unlimited Optimized 2019",
kovytzywstw,"三国战纪一统中原无双版天王版","Knights of Valour Unite Central Plains Unlimited Edition Heavenly King Edition",
kovytzywszg,"三国战纪一统中原无双版-诸葛神来","Knights of Valour Unite Central Plains Unlimited Edition - Zhuge Divine Intervention",
kovzlzq,"三国战纪2017子龙朱雀","Knights of Valour 2017 Zilong Vermilion Bird",
kovzscs2019,"三国战纪正宗2012战神传说2019","Knights of Valour Authentic 2012 War God Legend 2019",
kovzscs2020,"三国战纪正宗2012战神传说2020","Knights of Valour Authentic 2012 War God Legend 2020",
kozure,"带子雄狼","Kozure Ookami (Japan)",
kpv106,"霸王","Kingpin (Pinball)",
kram,"可伦","Kram (set 1)",
kram2,"可伦","Kram (set 2)",
kram3,"可伦","Kram (encrypted)",
kroozr,"飞碟大战","Kozmik Kroozr",
krull,"异域奇兵","Krull",
krullp,"异域奇兵","Krull (Pinball)",
krzybowl,"极上疯狂保龄球","Krazy Bowl",
ksayakyu,"草野球","Kusayakyuu",
ktiger,"究极虎","Kyukyoku Tiger (Japan, 2 player cooperative)",
ktiger2,"究极虎2日版","Kyukyoku Tiger II (Ver 2.1J 1995/11/30)",
ktmnt,"忍者龟","Teenage Mutant Ninja Turtles (handheld)",
ktopgun,"捍卫战士","Top Gun (handheld)",
kuhga,"空牙","Kuhga - Operation Code 'Vapor Trail' (Japan revision 3)",
kungfu,"成龙踢馆","Kung Fu (IGS, v202N)",
kungfub,"成龙踢馆","Kung-Fu Master (bootleg set 1)",
kungfub2,"成龙踢馆","Kung-Fu Master (bootleg set 2)",
kungfub3,"成龙踢馆","Kung-Fu Master",
kungfum,"成龙踢馆","Kung-Fu Master (World)",
kungfumd,"成龙踢馆","Kung-Fu Master (US)",
kungfur,"中国功夫","Kung-Fu Roushi",
kungfut,"功夫大君","Kung-Fu Taikun (set 1)",
kungfuta,"功夫大君","Kung-Fu Taikun (set 2)",
kuniokun,"热血硬派","Nekketsu Kouha Kunio-kun (Japan)",
kuniokunb,"热血硬派","Nekketsu Kouha Kunio-kun (Japan bootleg)",
kurikint,"功里金团","Kuri Kinton (World)",
kurikinta,"功里金团","Kuri Kinton (World, prototype?)",
kurikintj,"功里金团","Kuri Kinton (Japan)",
kurikintu,"功里金团","Kuri Kinton (US)",
kurikintw,"功里金团","Kuri Kinton (US, World Games license)",
kurucham,"咕噜咕噜变色龙","Kurukuru Chameleon (Japan) (GDL-0034)",
kurufev,"狂热震撼","Kurukuru Fever",
kurukuru,"水蛙连连乐","Kuru Kuru Pyon Pyon (Japan)",
kyros,"凯洛斯","Kyros",
kyrosj,"凯洛斯之馆","Kyros no Yakata (Japan)",
kyuhito,"究极之女[BET]","Kyukyoku no Hito [BET] (Japan 880824)",
kyukaidk,"球界道中记","Kyuukai Douchuuki (Japan, new version (Rev B))",
kyukaidko,"球界道中记","Kyuukai Douchuuki (Japan, old version)",
kyustrkr,"最后足球","Last Striker / Kyuukyoku no Striker",
labyrunr,"勇闯迷宫","Labyrinth Runner (Japan)",
labyrunrk,"勇闯迷宫","Labyrinth Runner (World Ver. K)",
lacrazyc,"智力对战方块","Let's Attack Crazy Cross (GV027 Asia 1.10)",
ladybug,"瓢虫小姐","Lady Bug",
ladybugb,"瓢虫小姐","Lady Bug (bootleg)",
ladybugb2,"可奇奈儿","Coccinelle (bootleg of Lady Bug)",
ladybugg,"瓢虫小姐","Lady Bug (bootleg on Galaxian hardware)",
ladyfrog,"青蛙女士","Lady Frog",
ladygolf,"Vs.女子高尔夫","Vs. Stroke &amp; Match Golf (Ladies Version, set LG4 ?)",
ladygolfe,"Vs.女子高尔夫","Vs. Stroke &amp; Match Golf (Ladies Version, set LG4 E)",
ladykill,"燃烧吧Gonta少妇杀手","Lady Killer",
ladylinr,"女士线水果盘","Lady Liner (set 1)",
ladyluck,"幸运女神","Lady Luck",
ladylukt,"幸运女神","Lady Luck (Taito)",
ladymakr,"淑女创造者[BET]","Lady Maker [BET] (Japan)",
ladymstr,"功夫女王","Lady Master of Kung Fu (set 1, newer)",
ladymstr2,"功夫女王","Lady Master of Kung Fu (set 2, older)",
ladyshot,"神枪手小姊弹珠台","Lady Sharpshooter (set 1)",
ladyshota,"神枪手小姊弹珠台","Lady Sharpshooter (set 2)",
lagirl,"美女砖块","LA Girl",
lagunar,"雷诺车赛","Laguna Racer",
lah_110,"最后魔鬼英雄","Last Action Hero (USA 1.10, display A1.06)",
lah_112,"最后魔鬼英雄","Last Action Hero (USA 1.12, display A1.06)",
lah_l104,"最后魔鬼英雄","Last Action Hero",
lah_l108,"最后魔鬼英雄","Last Action Hero",
lamachin,"洛杉矶机枪手","L.A. Machineguns (Japan)",
landbrk,"射击天蚕变","Land Breaker (World) / Miss Tang Ja Ru Gi (Korea) (pcb ver 3.02)",
landbrka,"射击天蚕变","Land Breaker (World) / Miss Tang Ja Ru Gi (Korea) (pcb ver 3.03) (AT89c52 protected)",
landbrkb,"射击天蚕变","Land Breaker (World) / Miss Tang Ja Ru Gi (Korea) (pcb ver 1.0) (AT89c52 protected)",
landgear,"飞行模拟","Landing Gear (Ver 4.2 O)",
landgeara,"飞行模拟","Landing Gear (Ver 3.1 O)",
landgearj,"飞行模拟","Landing Gear (Ver 4.2 J)",
landgearja,"飞行模拟","Landing Gear (Ver 3.0 J)",
landhigh,"爬高日版","Landing High Japan (Ver 2.01 OK)",
landhigha,"爬高日版","Landing High Japan (Ver 2.02 O)",
landmakh,"方城战略物语 (未知修改版)","Land Maker (Unknown Mod Version)",
landmakr,"方城战略物语","Land Maker (Ver 2.02O 1998/06/02)",
landmakrj,"方城战略物语","Land Maker (Ver 2.01J 1998/06/01)",
landmakrp,"方城战略物语","Land Maker (Ver 2.02O 1998/06/02, prototype)",
landmakrs01,"方城战略物语 (中文版)","Land Maker (Chinese Version)",
lans2004,"突击骑兵-雇拥兵2004","Lansquenet 2004 (Shock Troopers - 2nd Squad bootleg)",
lans2004p,"突击骑兵-雇拥兵2004最强火力","Lansquenet 2004: Mercenaries Maximum Firepower",
laperla,"快乐啦啦队","La Perla Nera (Ver 2.0)",
laperlag,"快乐黄金啦啦队","La Perla Nera Gold (Ver 2.0)",
laser,"太空战争","Astro Laser (bootleg of Space Laser)",
laser110,"雷射110","Laser 110",
laser128,"雷射128","Laser 128",
laser200,"雷射200","Laser 200",
laser210,"雷射210","Laser 210",
laser2k1,"雷射2001","Laser 2001 (Ver 1.2)",
laser310,"雷射310","Laser 310",
laser310h,"雷射310","Laser 310 (SHRG)",
laser350,"雷射350","Laser 350",
laser500,"雷射500","Laser 500",
laser700,"雷射700","Laser 700",
laser_turbo_xt,"雷射TurboXT","Laser Turbo XT",
laser_xt3,"雷射XT/3","Laser XT/3",
laserbas,"雷射基地","Laser Base (set 1)",
laserbasa,"雷射基地","Laser Base (set 2)",
laserbat,"雷射战役","Laser Battle",
lasr2001,"雷射2001","Laser 2001",
lasso,"套索","Lasso",
lasstixx,"激线现美女2","Laser Strixx 2",
lastbank,"最后之坡","Last Bank (v1.16)",
lastbh,"最后的赏金猎人1.01版","The Last Bounty Hunter (v1.01)",
lastbh_006,"最后的赏金猎人0.06版","The Last Bounty Hunter (v0.06)",
lastblad,"幕末浪漫月华剑士","The Last Blade / Bakumatsu Roman - Gekka no Kenshi (NGM-2340)",
lastblada,"幕末浪漫月华剑士加强版2014","Last Blade Enhanced Edition 2014",
lastbladh,"幕末浪漫月华剑士NGH","The Last Blade / Bakumatsu Roman - Gekka no Kenshi (NGH-2340)",
lastbladjh,"月华剑士 简化版","The Last Blade Simplified Version",
lastbladp,"月华剑士 PLUS","The Last Blade PLUS",
lastbladsp,"幕末浪漫月华剑士特别版2017","Last Blade Special Edition 2017",
lastbld2,"幕末浪漫2月华剑士2","The Last Blade 2 / Bakumatsu Roman - Dai Ni Maku Gekka no Kenshi (NGM-2430 ~ NGH-2430)",
lastbld21v3,"月华剑士2 TEAM EDITION","The Last Blade 2 TEAM EDITION",
lastbld2eh,"幕末浪漫2月华剑士2加强版2014","Last Blade 2 Enhanced Edition 2014",
lastbld2f,"月华剑士2 PLUS","The Last Blade 2 PLUS",
lastbld2jh,"月华剑士2 简化版","The Last Blade 2 Simplified Version",
lastbld2te,"幕末浪漫2月华剑士2组队战2015","Last Blade 2 Team Battle 2015",
lastbld2ult,"幕末浪漫2月华剑士2终极版","Last Blade 2 Ultimate Edition",
lastbrnx,"东京番外地","Last Bronx (Export, Revision A)",
lastbrnxj,"东京番外地","Last Bronx: Tokyo Bangaichi (Japan, Revision A)",
lastbrnxu,"东京番外地","Last Bronx (USA, Revision A)",
lastday,"末日行动","The Last Day (set 1)",
lastdaya,"末日行动","The Last Day (set 2)",
lastduel,"终极决战","Last Duel (US New Ver.)",
lastduelb,"终极决战","Last Duel (bootleg)",
lastduelj,"终极决战","Last Duel (Japan)",
lastduelo,"终极决战","Last Duel (US Old Ver.)",
lastfght,"绝地大反攻","Last Fighting",
lastfort,"最后的堡垒牌砦","Last Fortress - Toride (Japan, VG420 PCB)",
lastforte,"最后的堡垒牌砦","Last Fortress - Toride (China, Rev C)",
lastfortea,"最后的堡垒牌砦","Last Fortress - Toride (China, Rev A)",
lastfortg,"最后的堡垒牌砦","Last Fortress - Toride (Germany)",
lastfortj,"牌砦","Last Fortress - Toride (Japan, VG460 PCB)",
lastfortk,"最后的堡垒牌砦","Last Fortress - Toride (Korea)",
lastfour,"最后四张","Last Four (09:12 16/01/2001)",
lasthope,"最后的希望","Last Hope (bootleg AES to MVS conversion, no coin support)",
lastkm,"最后一公里","Last KM (ver 1.0.0275, checksum 13bff751, prototype)",
lastlap,"最后一圈弹珠台","Last Lap",
lastmisn,"最终任务","Last Mission (World revision 8)",
lastmisnj,"最终任务日版","Last Mission (Japan)",
lastmisnu5,"最终任务","Last Mission (US revision 5)",
lastmisnu6,"最终任务","Last Mission (US revision 6)",
lastsold,"最后的战士","The Last Soldier (Korean release of The Last Blade)",
laststar,"最后的星际斗士","The Last Starfighter (prototype)",
lastsurv,"最后的幸存者","Last Survivor (Japan) (FD1094 317-0083)",
lastsurvd,"最后的幸存者","Last Survivor (Japan) (bootleg of FD1094 317-0083 set)",
lasvegas,"拉斯维加斯","Las Vegas, Nevada",
lazarian,"宇宙撒旦","Lazarian",
lazercmd,"迷宫战车","Lazer Command",
lb2b,"幕末浪漫2月华剑士2(简化第2版)","Last Blade 2 (Simplified Set 2)",
lbeach,"悠长海岸","Long Beach",
lbgrande,"义大利足球赛1997","Libero Grande (World, LG2/VER.A)",
lbgrandeja,"义大利足球赛1997","Libero Grande Japanese Version",
lbowling,"联盟保龄球","League Bowling (NGM-019 ~ NGH-019)",
ldrink,"幸运饮料","Lucky Drink (set 1)",
ldrinka,"幸运饮料","Lucky Drink (set 2)",
ldrun,"淘金者","Lode Runner (set 1)",
ldrun2,"淘金者II帝国的逆袭","Lode Runner II - The Bungeling Strikes Back",
ldrun3,"淘金者III黄金迷宫","Lode Runner III - The Golden Labyrinth",
ldrun3j,"淘金者III魔神的复活","Lode Runner III - Majin no Fukkatsu (Japan)",
ldrun4,"淘金者IV帝国的脱出","Lode Runner IV - Teikoku Karano Dasshutsu (Japan)",
ldruna,"淘金者","Lode Runner (set 2)",
le2,"双枪II-机枪战警","Lethal Enforcers II: Gun Fighters (ver EAA)",
le2j,"双枪II-西部风云","Lethal Enforcers II: The Western (ver JAA)",
le2u,"双枪II-机枪战警","Lethal Enforcers II: Gun Fighters (ver UAA)",
leadang,"夺命天使","Lead Angle (Japan)",
leader,"首脑","Leader (version Z 2E, Greece)",
leaguemn,"忍者棒球日版","Yakyuu Kakutou League-Man (Japan)",
leds2011,"道路风暴拉力赛2011","Led Storm Rally 2011 (World)",
leds2011p,"道路风暴2011","Led Storm Rally 2011 (US, prototype 12)",
leds2011u,"道路风暴拉力赛2011","Led Storm Rally 2011 (US)",
ledstorm,"道路风暴","Led Storm (US)",
legend,"传奇","Legend",
legendb,"传奇","Legion (bootleg of Legend)",
legendoh,"花木兰英雄传说","Legend of Heroes",
legendos,"明日之丈传说","Legend of Success Joe / Ashita no Joe Densetsu",
legendsb,"传奇","Legend (SNES bootleg)",
legion,"军团螺旋-87","Legion - Spinner-87 (World ver 2.03)",
legionj,"超时迷宫日版1.05第1套","Chouji Meikyuu Legion (Japan ver 1.05, set 1)",
legionj2,"超时迷宫日版1.05第2套","Chouji Meikyuu Legion (Japan ver 1.05, set 2)",
legionjb,"超时迷宫日版1.05","Chouji Meikyuu Legion (Japan ver 1.05, bootleg set 1)",
legionjb2,"飞行军团","Chouji Meikyuu Legion (Japan ver 1.05, bootleg set 2)",
legionna,"格斗贵族","Legionnaire (World)",
legionnaj,"格斗贵族","Legionnaire (Japan)",
legionnau,"格斗贵族","Legionnaire (US)",
legofair,"航空骑兵物语","Koukuu Kihei Monogatari - The Legend of Air Cavalry (Japan)",
legrandc,"赢家圈子","Le Grandchamps",
leking,"乐王","Le King",
lemans24,"利曼24小时耐力赛","Le Mans 24 (Japan, Revision B)",
lemmings,"旅鼠美版工程版","Lemmings (US prototype)",
lemnangl,"柠檬天使","Mahjong Lemon Angel (Japan)",
lemrol,"让他们滚吧","Let 'em Roll (0151115, US)",
leprechn,"小妖精","Leprechaun",
leprechp,"小妖精","Leprechaun (Pacific)",
leprgld,"妖精的黄金","Leprechaun's Gold (Russian)",
leprglds,"妖精的黄金","Leprechaun's Gold (Spanish)",
lethalen,"致命杀手","Lethal Enforcers (ver UAE, 11/19/92 15:04)",
lethaleneaa,"致命杀手","Lethal Enforcers (ver EAA, 09/09/92 09:44)",
lethaleneab,"致命杀手","Lethal Enforcers (ver EAB, 10/14/92 19:53)",
lethalenead,"致命双枪","Lethal Enforcers (ver EAD, 11/11/92 10:52)",
lethaleneae,"致命杀手","Lethal Enforcers (ver EAE, 11/19/92 16:24)",
lethalenj,"致命双枪","Lethal Enforcers (ver JAD, 12/04/92 17:16)",
lethalenua,"致命杀手","Lethal Enforcers (ver UAA, 08/17/92 21:38)",
lethalenub,"致命杀手","Lethal Enforcers (ver UAB, 09/01/92 11:12)",
lethalenux,"致命杀手","Lethal Enforcers (ver unknown, US, 08/06/92 15:11, hacked/proto?)",
lethalj,"致命法理","Lethal Justice (Version 2.3)",
lethalth,"致命惊雷","Lethal Thunder (World)",
letsgoju,"我们去丛林吧","Let's Go Jungle (Export)",
levers,"杠杆翘板","Levers",
lghost,"雷射幽灵","Laser Ghost (World) (FD1094 317-0166)",
lghostd,"雷射幽灵","Laser Ghost (World) (bootleg of FD1094 317-0166 set)",
lghostj,"鬼魂射击","Laser Ghost (Japan) (FD1094 317-0164)",
lghostu,"雷射幽灵","Laser Ghost (US) (FD1094 317-0165)",
lghostud,"雷射幽灵","Laser Ghost (US) (bootleg of FD1094 317-0165 set)",
lgp,"国际赛车","Laser Grand Prix",
lgpalt,"国际赛车","Laser Grand Prix (alternate)",
lgtnfght,"火龙世界版","Lightning Fighters (World)",
lgtnfghta,"火龙亚版","Lightning Fighters (Asia)",
lgtnfghtu,"火龙美版","Lightning Fighters (US)",
lhaunt_10,"幸运幽魂","Lucky Haunter (090712 Entertainment)",
lhaunt_11,"幸运幽魂","Lucky Haunter (100331 Entertainment X)",
lhaunt_2,"幸运幽魂","Lucky Haunter (030804 World)",
lhaunt_4,"幸运幽魂","Lucky Haunter (031111 World)",
lhaunt_4a,"幸运幽魂","Lucky Haunter (bootleg, 031111, backdoor)",
lhaunt_5,"幸运幽魂","Lucky Haunter (040216 World)",
lhaunt_5a,"幸运幽魂","Lucky Haunter (bootleg, 040216, backdoor)",
lhaunt_6,"幸运幽魂","Lucky Haunter (040825 World)",
lhaunt_6a,"幸运幽魂","Lucky Haunter (bootleg, 040825, backdoor)",
lhaunt_6b,"幸运幽魂","Lucky Haunter (bootleg, 040825, VIDEO GAME-1 PB01)",
